loc,title,bedroom,bathroom,parking_space,price
Jigawa,Terrace duplex,3.0,1.0,2.0,1155107.999
Taraba,Townhouse,2.0,2.0,1.0,1256205.101
Bauchi,Townhouse,4.0,2.0,2.0,1547315.522
Kebbi,Mansion,4.0,2.0,2.0,2591645.752
Lagos,Mansion,5.0,3.0,1.0,6503582.726
Imo,Townhouse,3.0,2.0,3.0,1548955.853
Katsina,Apartment,4.0,3.0,4.0,1479935.119
Sokoto,Bungalow,3.0,3.0,4.0,1195633.692
Kebbi,Apartment,2.0,1.0,4.0,671054.9985
Zamfara,Semi-detached duplex,6.0,2.0,5.0,1867744.558
Adamawa,Bungalow,7.0,6.0,4.0,2188439.483
Sokoto,Detached duplex,2.0,2.0,2.0,1314774.936
Jigawa,Semi-detached duplex,4.0,2.0,4.0,1336846.787
Borno,Townhouse,3.0,2.0,2.0,1233621.736
Enugu,Apartment,5.0,1.0,3.0,1643457.351
Plateau,Mansion,1.0,1.0,6.0,2544571.498
Lagos,Terrace duplex,4.0,2.0,3.0,4945764.858
Kaduna,Terrace duplex,2.0,1.0,1.0,1198104.113
Borno,Townhouse,5.0,3.0,2.0,1779482.782
Borno,Apartment,3.0,2.0,2.0,1117045.498
Ebonyi,Cottage,2.0,2.0,1.0,691748.015
Benue,Penthouse,1.0,1.0,1.0,1339335.707
Taraba,Penthouse,4.0,3.0,2.0,2352948.754
Kaduna,Apartment,9.0,7.0,4.0,2398756.965
Kano,Bungalow,4.0,1.0,4.0,1533703.376
Anambra,Flat,6.0,5.0,2.0,2263589.956
Abia,Semi-detached duplex,3.0,1.0,3.0,1293609.374
Osun,Mansion,3.0,2.0,5.0,3368002.741
Oyo,Mansion,2.0,1.0,1.0,3823234.314
Akwa Ibom,Detached duplex,4.0,4.0,6.0,2914978.398
Katsina,Apartment,2.0,1.0,1.0,1080746.236
Osun,Townhouse,7.0,3.0,5.0,2709414.08
Kaduna,Townhouse,4.0,3.0,4.0,1928036.131
Jigawa,Mansion,5.0,1.0,4.0,2851811.7
Lagos,Mansion,3.0,2.0,3.0,13449422.32
Enugu,Detached duplex,9.0,2.0,4.0,3602195.471
Kano,Bungalow,3.0,2.0,4.0,1427682.179
Kogi,Terrace duplex,3.0,3.0,5.0,1490270.353
Gombe,Apartment,5.0,5.0,1.0,1548855.935
Ebonyi,Penthouse,2.0,1.0,4.0,1572135.615
Oyo,Flat,8.0,4.0,3.0,2687859.947
Jigawa,Bungalow,2.0,2.0,3.0,948388.0014
Cross River,Semi-detached duplex,5.0,4.0,2.0,2381480.671
Yobe,Mansion,1.0,1.0,3.0,2040305.931
Anambra,Apartment,5.0,4.0,2.0,1813744.34
Kaduna,Bungalow,6.0,3.0,6.0,1940857.943
Abia,Flat,3.0,1.0,4.0,1140815.2
Ondo,Flat,2.0,1.0,2.0,1386238.49
Abia,Bungalow,8.0,5.0,5.0,2173697.98
Ebonyi,Semi-detached duplex,1.0,1.0,4.0,911473.2256
Katsina,Semi-detached duplex,4.0,1.0,3.0,1472272.558
Jigawa,Mansion,2.0,1.0,2.0,2332415.879
Oyo,Flat,2.0,1.0,1.0,1321056.65
Ebonyi,Flat,5.0,4.0,5.0,1594318.858
Ekiti,Semi-detached duplex,5.0,5.0,1.0,2042387.023
Anambra,Semi-detached duplex,1.0,1.0,2.0,1240463.99
Rivers,Flat,2.0,2.0,3.0,1674086.362
Jigawa,Flat,5.0,4.0,2.0,1539664.731
Edo,Bungalow,4.0,1.0,4.0,1542428.047
Sokoto,Bungalow,2.0,1.0,3.0,946159.69
Plateau,Detached duplex,1.0,1.0,4.0,1278983.271
Ondo,Mansion,6.0,2.0,3.0,4530669.539
Nasarawa,Semi-detached duplex,6.0,2.0,3.0,2192464.802
Abia,Townhouse,2.0,1.0,1.0,1095364.53
Bauchi,Mansion,3.0,2.0,4.0,1382676.785
Bauchi,Terrace duplex,4.0,1.0,1.0,1305155.769
Ogun,Mansion,6.0,2.0,4.0,4861067.554
Lagos,Semi-detached duplex,5.0,1.0,2.0,2234579.036
Jigawa,Bungalow,4.0,2.0,4.0,1196276.388
Kogi,Mansion,3.0,1.0,2.0,2575223.486
Ondo,Penthouse,4.0,1.0,1.0,2663101.752
Sokoto,Detached duplex,3.0,2.0,2.0,1576877.174
Abia,Mansion,2.0,1.0,1.0,2873972.644
Kano,Apartment,7.0,2.0,2.0,2000113.153
Zamfara,Detached duplex,4.0,2.0,4.0,1565143.68
Cross River,Bungalow,9.0,7.0,5.0,3300058.773
Benue,Detached duplex,9.0,6.0,4.0,3228358.749
Rivers,Terrace duplex,5.0,4.0,3.0,2771931.435
Gombe,Mansion,2.0,1.0,6.0,2692540.224
Kogi,Terrace duplex,1.0,1.0,4.0,876894.0685
Yobe,Apartment,1.0,1.0,1.0,739817.1227
Kwara,Detached duplex,5.0,2.0,1.0,1863680.011
Kano,Flat,4.0,1.0,4.0,1493407.438
Bauchi,Penthouse,9.0,6.0,6.0,3367912.17
Kogi,Townhouse,4.0,2.0,4.0,1554895.235
Sokoto,Detached duplex,8.0,4.0,6.0,2690758.459
Zamfara,Terrace duplex,2.0,1.0,1.0,1134848.047
Osun,Mansion,5.0,1.0,2.0,5093536.6
Abia,Mansion,7.0,7.0,5.0,3952399.109
Plateau,Flat,4.0,2.0,4.0,1381004.648
Edo,Semi-detached duplex,1.0,1.0,3.0,1447227.478
Bauchi,Townhouse,3.0,2.0,5.0,1524241.141
Gombe,Mansion,4.0,2.0,1.0,2908633.893
Borno,Mansion,4.0,4.0,2.0,2761391.667
Nasarawa,Terrace duplex,1.0,1.0,4.0,1251525.377
Anambra,Mansion,7.0,3.0,5.0,4994523.831
Ekiti,Semi-detached duplex,2.0,2.0,3.0,1357992.782
Cross River,Flat,7.0,6.0,5.0,2792926.902
Kano,Apartment,3.0,2.0,4.0,1270538.242
Enugu,Penthouse,4.0,4.0,5.0,2833717.174
Lagos,Detached duplex,5.0,1.0,2.0,5978497.343
Kwara,Detached duplex,1.0,1.0,2.0,1402171.348
Borno,Cottage,3.0,2.0,4.0,1290367.659
Delta,Detached duplex,3.0,1.0,2.0,2114177.071
Ekiti,Semi-detached duplex,4.0,2.0,2.0,1598554.007
Benue,Apartment,4.0,2.0,4.0,1281097.861
Gombe,Detached duplex,7.0,3.0,4.0,2549198.477
Abia,Detached duplex,9.0,1.0,1.0,2670173.218
Rivers,Cottage,3.0,1.0,3.0,1398380.1
Bayelsa,Penthouse,9.0,7.0,4.0,5834908.698
Delta,Bungalow,2.0,1.0,5.0,1726265.911
Borno,Cottage,4.0,1.0,4.0,1292422.725
Imo,Mansion,3.0,1.0,4.0,1851361.02
Bauchi,Semi-detached duplex,9.0,7.0,6.0,2630644.879
Sokoto,Flat,9.0,3.0,3.0,2270901.939
Zamfara,Bungalow,2.0,1.0,4.0,949960.8998
Kogi,Penthouse,5.0,2.0,2.0,2165837.932
Adamawa,Cottage,1.0,1.0,3.0,1108365.155
Ebonyi,Mansion,5.0,2.0,1.0,2873640.809
Osun,Apartment,5.0,1.0,4.0,1570342.531
Adamawa,Apartment,2.0,1.0,4.0,978926.0632
Borno,Mansion,2.0,2.0,1.0,3160315.174
Imo,Bungalow,1.0,1.0,4.0,1206741.322
Yobe,Apartment,7.0,4.0,4.0,1780561.386
Abia,Penthouse,1.0,1.0,6.0,1551346.839
Akwa Ibom,Terrace duplex,2.0,1.0,1.0,1623607.236
Bayelsa,Bungalow,2.0,1.0,2.0,1878907.755
Oyo,Penthouse,7.0,3.0,1.0,3454290.446
Rivers,Townhouse,8.0,1.0,6.0,3828031.649
Plateau,Semi-detached duplex,3.0,2.0,2.0,1525722.139
Yobe,Mansion,6.0,1.0,2.0,3140597.975
Plateau,Flat,4.0,1.0,4.0,1454405.03
Bauchi,Flat,1.0,1.0,2.0,856395.6821
Benue,Detached duplex,5.0,2.0,3.0,1953624.813
Kwara,Terrace duplex,5.0,4.0,4.0,1899744.964
Enugu,Penthouse,5.0,1.0,3.0,3008875.942
Enugu,Detached duplex,3.0,1.0,2.0,1781999.669
Benue,Detached duplex,3.0,2.0,3.0,1967604.013
Borno,Flat,2.0,1.0,4.0,1135400.363
Edo,Apartment,2.0,2.0,3.0,1177694.557
Yobe,Detached duplex,8.0,7.0,3.0,2753721.982
Anambra,Flat,3.0,1.0,2.0,1472090.208
Kano,Detached duplex,8.0,6.0,3.0,3242360.32
Cross River,Penthouse,3.0,2.0,4.0,2600365.438
Plateau,Detached duplex,4.0,4.0,6.0,2057652.911
Kano,Mansion,1.0,1.0,1.0,3254027.666
Lagos,Cottage,1.0,1.0,1.0,3400272.153
Adamawa,Bungalow,4.0,1.0,5.0,1475225.65
Katsina,Mansion,7.0,1.0,4.0,3927940.105
Adamawa,Detached duplex,1.0,1.0,2.0,1301842.972
Osun,Apartment,5.0,1.0,2.0,1574784.042
Kaduna,Townhouse,3.0,2.0,3.0,1425046.12
Sokoto,Bungalow,8.0,7.0,2.0,2173862.345
Yobe,Bungalow,2.0,1.0,1.0,971109.2529
Kaduna,Apartment,8.0,4.0,1.0,2073416.565
Nasarawa,Penthouse,5.0,1.0,1.0,2494433.354
Edo,Apartment,6.0,1.0,3.0,1934713.287
Benue,Townhouse,4.0,3.0,3.0,2019243.746
Taraba,Detached duplex,6.0,3.0,5.0,2435014.061
Ekiti,Townhouse,3.0,2.0,2.0,1669353.737
Anambra,Semi-detached duplex,8.0,7.0,1.0,3002290.05
Gombe,Mansion,7.0,1.0,3.0,3829042.161
Ekiti,Penthouse,5.0,4.0,4.0,2809994.13
Plateau,Semi-detached duplex,5.0,5.0,1.0,1864715.831
Bayelsa,Apartment,3.0,2.0,2.0,1939738.249
Rivers,Terrace duplex,8.0,3.0,4.0,3597814.176
Ekiti,Mansion,1.0,1.0,3.0,2519654.096
Kaduna,Townhouse,1.0,1.0,2.0,1072357.327
Lagos,Detached duplex,3.0,2.0,1.0,5228732.276
Ondo,Terrace duplex,5.0,2.0,2.0,1936552.762
Taraba,Terrace duplex,5.0,5.0,3.0,1911562.226
Anambra,Flat,4.0,2.0,1.0,1586528.354
Sokoto,Mansion,4.0,3.0,6.0,3064656.986
Gombe,Apartment,3.0,2.0,2.0,1146727.216
Yobe,Terrace duplex,5.0,2.0,3.0,1635529.03
Kaduna,Mansion,3.0,2.0,2.0,1661006.905
Ekiti,Flat,4.0,3.0,4.0,1734292.253
Nasarawa,Townhouse,8.0,4.0,4.0,2957975.318
Katsina,Flat,2.0,1.0,5.0,1265015.421
Abia,Detached duplex,1.0,1.0,5.0,1147592.978
Ekiti,Detached duplex,1.0,1.0,2.0,1336721.092
Ogun,Townhouse,1.0,1.0,4.0,1519943.066
Akwa Ibom,Townhouse,7.0,1.0,4.0,3238440.147
Delta,Detached duplex,4.0,1.0,2.0,2549385.761
Edo,Semi-detached duplex,1.0,1.0,5.0,1549836.045
Anambra,Semi-detached duplex,1.0,1.0,3.0,1184926.302
Edo,Flat,5.0,1.0,4.0,1944098.841
Ogun,Townhouse,4.0,2.0,1.0,2354890.101
Rivers,Townhouse,7.0,4.0,6.0,3729378.471
Bayelsa,Apartment,4.0,2.0,3.0,2060922.53
Ogun,Bungalow,3.0,1.0,2.0,1625780.93
Kwara,Townhouse,2.0,1.0,3.0,1529732.461
Katsina,Terrace duplex,4.0,3.0,1.0,1734503.579
Kaduna,Terrace duplex,8.0,7.0,6.0,2671181.816
Lagos,Semi-detached duplex,8.0,7.0,3.0,4670623.404
Oyo,Cottage,3.0,1.0,1.0,1130947.028
Cross River,Apartment,7.0,7.0,5.0,2563100.665
Kebbi,Bungalow,7.0,6.0,3.0,1978268.418
Zamfara,Detached duplex,2.0,2.0,1.0,1295429.709
Ekiti,Detached duplex,1.0,1.0,3.0,1364259.922
Kaduna,Mansion,2.0,2.0,3.0,2395400.259
Kogi,Penthouse,7.0,1.0,1.0,2792189.647
Kano,Detached duplex,9.0,6.0,3.0,3490749.394
Ogun,Terrace duplex,8.0,6.0,2.0,3177946.528
Taraba,Bungalow,6.0,2.0,6.0,1909533.091
Rivers,Detached duplex,5.0,4.0,2.0,3336335.589
Borno,Mansion,3.0,2.0,2.0,2674700.625
Taraba,Semi-detached duplex,2.0,1.0,3.0,1392215.748
Anambra,Mansion,9.0,6.0,2.0,5836458.977
Kano,Semi-detached duplex,5.0,2.0,2.0,1783679.493
Ebonyi,Mansion,1.0,1.0,4.0,2747757.864
Ondo,Semi-detached duplex,2.0,1.0,3.0,1408971.743
Anambra,Penthouse,6.0,4.0,1.0,3230684.423
Enugu,Detached duplex,6.0,1.0,3.0,2835182.33
Kano,Flat,3.0,2.0,5.0,1631232.189
Kaduna,Penthouse,3.0,1.0,4.0,1971694.896
Nasarawa,Townhouse,7.0,2.0,6.0,2694642.503
Oyo,Apartment,4.0,3.0,4.0,1729906.857
Plateau,Bungalow,4.0,3.0,6.0,1652670.532
Sokoto,Penthouse,9.0,5.0,3.0,3234559.19
Plateau,Detached duplex,9.0,6.0,1.0,3142473.693
Ebonyi,Townhouse,6.0,6.0,4.0,2128793.627
Bayelsa,Penthouse,5.0,1.0,3.0,3805779.972
Taraba,Apartment,9.0,4.0,3.0,2298311.185
Adamawa,Townhouse,3.0,2.0,4.0,1564486.92
Kwara,Apartment,3.0,2.0,3.0,1116854.339
Ebonyi,Mansion,2.0,1.0,1.0,2289148.028
Imo,Bungalow,3.0,2.0,6.0,1548934.009
Jigawa,Bungalow,1.0,1.0,4.0,807981.524
Jigawa,Apartment,9.0,5.0,4.0,2175834.253
Niger,Flat,2.0,2.0,3.0,1098074.772
Niger,Townhouse,1.0,1.0,3.0,1121308.391
Sokoto,Semi-detached duplex,5.0,4.0,3.0,1758870.636
Sokoto,Terrace duplex,2.0,1.0,4.0,1196333.939
Jigawa,Bungalow,2.0,1.0,3.0,1089773.075
Enugu,Bungalow,8.0,3.0,3.0,2596652.332
Cross River,Bungalow,1.0,1.0,5.0,1387728.028
Kebbi,Bungalow,8.0,5.0,6.0,2191916.022
Enugu,Bungalow,3.0,2.0,5.0,1785103.925
Nasarawa,Cottage,4.0,2.0,3.0,1664727.663
Nasarawa,Bungalow,5.0,1.0,4.0,1672270.158
Nasarawa,Townhouse,1.0,1.0,3.0,1447227.478
Benue,Semi-detached duplex,3.0,1.0,4.0,1326294.475
Gombe,Flat,3.0,1.0,4.0,1246290.576
Kogi,Semi-detached duplex,3.0,1.0,3.0,1182831.017
Ebonyi,Townhouse,3.0,1.0,1.0,1234937.629
Lagos,Semi-detached duplex,3.0,2.0,1.0,1947601.509
Cross River,Townhouse,3.0,2.0,3.0,1890076.338
Katsina,Townhouse,9.0,7.0,3.0,3027236.282
Benue,Townhouse,7.0,5.0,2.0,2481137.912
Ebonyi,Mansion,2.0,2.0,2.0,1205351.635
Ogun,Apartment,6.0,5.0,1.0,2174159.25
Oyo,Townhouse,4.0,1.0,4.0,1937430.969
Edo,Mansion,4.0,3.0,5.0,4169269.364
Kaduna,Detached duplex,3.0,3.0,1.0,1652175.565
Borno,Detached duplex,1.0,1.0,3.0,1091336.053
Cross River,Apartment,5.0,4.0,6.0,2050983.376
Akwa Ibom,Townhouse,3.0,2.0,1.0,2280839.761
Akwa Ibom,Terrace duplex,2.0,2.0,3.0,1781872.311
Ondo,Mansion,5.0,1.0,2.0,2291560.638
Abia,Apartment,4.0,1.0,5.0,1209860.717
Oyo,Bungalow,5.0,2.0,2.0,1762545.774
Zamfara,Penthouse,5.0,2.0,2.0,2175695.877
Akwa Ibom,Terrace duplex,5.0,4.0,1.0,2681121.975
Adamawa,Semi-detached duplex,7.0,4.0,5.0,2333334.784
Rivers,Penthouse,9.0,3.0,4.0,5149516.352
Sokoto,Terrace duplex,3.0,2.0,4.0,1182810.909
Niger,Mansion,2.0,2.0,1.0,3601006.019
Kebbi,Penthouse,8.0,2.0,3.0,2863699.909
Ebonyi,Semi-detached duplex,2.0,1.0,4.0,1134663.136
Akwa Ibom,Flat,4.0,2.0,6.0,2119555.715
Niger,Semi-detached duplex,5.0,3.0,3.0,1817658.111
Ekiti,Detached duplex,8.0,4.0,5.0,3209862.85
Edo,Penthouse,2.0,2.0,3.0,2146155.242
Kano,Penthouse,4.0,1.0,3.0,2441291.282
Rivers,Mansion,1.0,1.0,2.0,4834740.924
Zamfara,Penthouse,4.0,2.0,1.0,1841285.847
Sokoto,Apartment,6.0,4.0,4.0,1606219.166
Rivers,Semi-detached duplex,1.0,1.0,2.0,1775194.679
Sokoto,Flat,6.0,4.0,3.0,1739351.572
Delta,Flat,3.0,1.0,3.0,1748803.01
Gombe,Townhouse,3.0,2.0,4.0,1576104.236
Zamfara,Penthouse,4.0,2.0,1.0,1858062.467
Ogun,Apartment,6.0,2.0,4.0,2136245.535
Kwara,Apartment,3.0,2.0,3.0,1159924.955
Akwa Ibom,Terrace duplex,2.0,1.0,1.0,1597285.703
Bayelsa,Flat,3.0,1.0,4.0,1922052.016
Katsina,Terrace duplex,1.0,1.0,6.0,1065779.486
Taraba,Cottage,1.0,1.0,2.0,1063755.762
Nasarawa,Cottage,1.0,1.0,4.0,1226046.724
Jigawa,Semi-detached duplex,3.0,2.0,2.0,1304134.389
Bauchi,Penthouse,4.0,2.0,3.0,1947388.362
Kebbi,Mansion,5.0,4.0,1.0,3199125.604
Rivers,Semi-detached duplex,1.0,1.0,5.0,1879360.056
Niger,Bungalow,7.0,4.0,3.0,2104969.158
Ekiti,Semi-detached duplex,1.0,1.0,1.0,1058540.059
Abia,Penthouse,6.0,5.0,3.0,2618337.614
Adamawa,Apartment,5.0,1.0,3.0,1437669.185
Zamfara,Townhouse,2.0,2.0,3.0,1254933.412
Sokoto,Penthouse,1.0,1.0,2.0,1254769.466
Imo,Mansion,5.0,2.0,4.0,3790531.042
Imo,Semi-detached duplex,5.0,4.0,2.0,2029092.604
Osun,Penthouse,1.0,1.0,1.0,1669843.528
Kwara,Flat,7.0,5.0,1.0,2094652.771
Sokoto,Detached duplex,5.0,3.0,2.0,1963196.047
Ogun,Terrace duplex,1.0,1.0,3.0,1594614.844
Taraba,Terrace duplex,1.0,1.0,3.0,1183529.452
Gombe,Mansion,5.0,2.0,4.0,3369172.655
Oyo,Penthouse,5.0,2.0,3.0,2839316.7
Cross River,Semi-detached duplex,2.0,1.0,2.0,1451575.848
Enugu,Cottage,4.0,2.0,4.0,1812661.572
Ogun,Detached duplex,2.0,1.0,6.0,2352597.57
Osun,Terrace duplex,6.0,4.0,4.0,2298106.932
Bayelsa,Cottage,2.0,2.0,2.0,1436932.139
Lagos,Detached duplex,2.0,1.0,2.0,4678457.767
Ebonyi,Flat,1.0,1.0,2.0,837523.4673
Kwara,Penthouse,5.0,1.0,2.0,2249961.112
Ekiti,Penthouse,4.0,2.0,4.0,2636787.52
Katsina,Apartment,2.0,2.0,5.0,1016572.176
Kwara,Detached duplex,2.0,1.0,2.0,1638620.823
Imo,Townhouse,8.0,7.0,5.0,3119406.035
Ogun,Apartment,3.0,2.0,3.0,1564239.269
Taraba,Detached duplex,1.0,1.0,3.0,1285691.058
Kogi,Townhouse,2.0,1.0,2.0,1137913.331
Plateau,Apartment,3.0,2.0,1.0,1250616.549
Sokoto,Penthouse,3.0,3.0,4.0,1788913.145
Enugu,Bungalow,7.0,5.0,6.0,2585241.011
Niger,Penthouse,8.0,4.0,6.0,3367367.766
Oyo,Apartment,1.0,1.0,5.0,1083859.813
Nasarawa,Cottage,4.0,1.0,4.0,1603332.696
Benue,Townhouse,3.0,2.0,3.0,1452458.943
Imo,Semi-detached duplex,4.0,2.0,4.0,1635945.83
Gombe,Detached duplex,5.0,1.0,2.0,1271789.079
Bayelsa,Penthouse,3.0,2.0,5.0,3568808.46
Plateau,Mansion,6.0,4.0,3.0,3882681.885
Adamawa,Townhouse,8.0,3.0,6.0,2726781.205
Akwa Ibom,Flat,7.0,7.0,5.0,3034469.78
Niger,Terrace duplex,3.0,2.0,2.0,1490481.68
Kebbi,Townhouse,1.0,1.0,4.0,759997.7194
Kebbi,Semi-detached duplex,3.0,2.0,6.0,1386115.579
Kwara,Bungalow,3.0,2.0,2.0,1230006.467
Ekiti,Penthouse,3.0,3.0,1.0,2115446.939
Enugu,Mansion,6.0,2.0,5.0,4530669.539
Niger,Detached duplex,5.0,3.0,4.0,2180317.44
Kano,Apartment,1.0,1.0,4.0,937461.5246
Bauchi,Mansion,6.0,1.0,3.0,3183865.825
Niger,Penthouse,3.0,2.0,2.0,2145218.612
Anambra,Flat,6.0,5.0,1.0,2237564.181
Akwa Ibom,Penthouse,2.0,2.0,4.0,2505119.86
Katsina,Bungalow,4.0,3.0,3.0,1558883.82
Kogi,Bungalow,3.0,2.0,3.0,1082107.522
Zamfara,Mansion,5.0,1.0,3.0,3824206.551
Taraba,Mansion,4.0,3.0,2.0,3131823.467
Kwara,Semi-detached duplex,6.0,5.0,4.0,2138753.957
Kwara,Flat,5.0,1.0,2.0,1513640.753
Kwara,Flat,5.0,1.0,2.0,1437208.113
Niger,Cottage,2.0,2.0,1.0,1215373.129
Rivers,Semi-detached duplex,8.0,4.0,2.0,3540891.836
Akwa Ibom,Terrace duplex,9.0,7.0,1.0,3711446.944
Delta,Semi-detached duplex,1.0,1.0,5.0,1581569.604
Abia,Penthouse,8.0,3.0,1.0,2849031.297
Gombe,Mansion,3.0,1.0,1.0,3414500.942
Zamfara,Semi-detached duplex,4.0,4.0,3.0,1529545.562
Niger,Detached duplex,3.0,2.0,1.0,1824462.253
Ebonyi,Townhouse,4.0,4.0,6.0,1706928.848
Bauchi,Flat,3.0,2.0,2.0,1241425.345
Kano,Semi-detached duplex,5.0,2.0,2.0,1857294.407
Bayelsa,Bungalow,9.0,1.0,6.0,3669896.731
Lagos,Bungalow,5.0,5.0,5.0,3305130.684
Plateau,Townhouse,5.0,1.0,2.0,1800632.872
Kwara,Semi-detached duplex,3.0,2.0,4.0,1455241.221
Ekiti,Semi-detached duplex,3.0,2.0,2.0,1685639.086
Ogun,Flat,6.0,1.0,5.0,2348870.716
Osun,Semi-detached duplex,4.0,2.0,3.0,1577063.19
Edo,Bungalow,2.0,2.0,4.0,1388266.208
Ogun,Flat,7.0,2.0,5.0,2620640.213
Benue,Cottage,5.0,1.0,4.0,1605878.653
Zamfara,Mansion,5.0,4.0,3.0,3133638.278
Ogun,Terrace duplex,5.0,1.0,4.0,2385113.766
Delta,Terrace duplex,5.0,2.0,5.0,2557357.715
Niger,Terrace duplex,2.0,2.0,1.0,1157034.685
Nasarawa,Flat,1.0,1.0,4.0,1195135.387
Cross River,Townhouse,3.0,1.0,3.0,2035701.757
Yobe,Bungalow,6.0,6.0,3.0,1794170.064
Bauchi,Terrace duplex,2.0,2.0,1.0,1004066.556
Plateau,Flat,8.0,2.0,5.0,2281513.283
Anambra,Terrace duplex,1.0,1.0,3.0,1300304.18
Kwara,Townhouse,7.0,6.0,2.0,2572345.527
Delta,Townhouse,5.0,1.0,1.0,2380067.325
Zamfara,Flat,1.0,1.0,1.0,721377.3707
Rivers,Semi-detached duplex,9.0,7.0,2.0,3986165.35
Kano,Mansion,7.0,6.0,5.0,4811441.249
Akwa Ibom,Terrace duplex,2.0,2.0,3.0,1852141.903
Bayelsa,Terrace duplex,7.0,7.0,2.0,3655765.019
Katsina,Flat,1.0,1.0,2.0,878130.2788
Anambra,Apartment,7.0,1.0,1.0,2092778.804
Taraba,Apartment,1.0,1.0,2.0,873332.0644
Ondo,Penthouse,4.0,2.0,4.0,2579584.31
Gombe,Flat,2.0,1.0,4.0,1119083.238
Abia,Apartment,7.0,3.0,5.0,1772519.082
Anambra,Mansion,3.0,2.0,3.0,3777217.865
Sokoto,Apartment,2.0,2.0,1.0,903528.7008
Gombe,Semi-detached duplex,3.0,1.0,4.0,1381756.167
Kaduna,Bungalow,2.0,2.0,3.0,1098074.772
Niger,Penthouse,6.0,1.0,4.0,2642692.608
Yobe,Apartment,3.0,3.0,6.0,1108859.375
Abia,Mansion,2.0,1.0,1.0,2948926.964
Cross River,Townhouse,4.0,3.0,4.0,2576263.545
Benue,Flat,2.0,1.0,2.0,1045929.3
Anambra,Semi-detached duplex,4.0,2.0,4.0,1905208.572
Ebonyi,Bungalow,2.0,1.0,5.0,989162.9299
Kogi,Mansion,5.0,2.0,1.0,1663793.77
Kaduna,Apartment,5.0,1.0,2.0,1457436.994
Kaduna,Penthouse,5.0,2.0,3.0,2479060.996
Ekiti,Semi-detached duplex,6.0,4.0,6.0,2350809.126
Kebbi,Flat,8.0,4.0,2.0,2091634.607
Kogi,Semi-detached duplex,4.0,1.0,2.0,1323922.256
Plateau,Cottage,2.0,2.0,2.0,859883.8501
Enugu,Penthouse,8.0,4.0,3.0,3807458.05
Kwara,Terrace duplex,9.0,5.0,4.0,2764612.775
Niger,Flat,5.0,1.0,3.0,1475476.831
Gombe,Terrace duplex,4.0,1.0,2.0,994670.8552
Benue,Flat,2.0,1.0,1.0,1150408.09
Kaduna,Flat,5.0,5.0,1.0,1706785.883
Jigawa,Penthouse,2.0,1.0,2.0,1689213.624
Bauchi,Apartment,3.0,1.0,1.0,1006774.882
Ogun,Mansion,3.0,1.0,1.0,2323711.23
Rivers,Mansion,2.0,2.0,6.0,4036985.829
Borno,Apartment,3.0,2.0,3.0,1093062.407
Enugu,Bungalow,3.0,1.0,2.0,1472090.208
Kogi,Semi-detached duplex,1.0,1.0,1.0,835171.5669
Jigawa,Penthouse,1.0,1.0,4.0,1491826.212
Lagos,Detached duplex,2.0,1.0,2.0,3307634.393
Benue,Terrace duplex,3.0,2.0,5.0,1560751.271
Delta,Bungalow,1.0,1.0,5.0,1554540.488
Rivers,Apartment,4.0,2.0,3.0,1879005.279
Delta,Townhouse,2.0,1.0,5.0,2295393.352
Ebonyi,Detached duplex,2.0,2.0,3.0,1356253.155
Ondo,Apartment,1.0,1.0,4.0,1038736.084
Edo,Cottage,2.0,2.0,1.0,1440423.603
Akwa Ibom,Townhouse,7.0,4.0,2.0,3336565.118
Bauchi,Penthouse,2.0,1.0,3.0,1629737.893
Kaduna,Townhouse,2.0,1.0,1.0,1289624.667
Osun,Detached duplex,9.0,7.0,6.0,3635825.714
Anambra,Mansion,4.0,3.0,1.0,3922024.506
Kano,Detached duplex,9.0,7.0,4.0,3571411.922
Ondo,Flat,8.0,6.0,4.0,2740146.304
Kwara,Apartment,1.0,1.0,4.0,807981.524
Ebonyi,Apartment,8.0,2.0,4.0,1909241.794
Benue,Penthouse,9.0,4.0,1.0,3453557.972
Plateau,Apartment,4.0,1.0,1.0,1236750.752
Enugu,Penthouse,3.0,2.0,3.0,2471332.688
Nasarawa,Terrace duplex,4.0,2.0,1.0,1710213.703
Adamawa,Detached duplex,8.0,7.0,3.0,3095629.119
Lagos,Terrace duplex,3.0,2.0,3.0,1875773.951
Kwara,Townhouse,2.0,1.0,1.0,1295692.813
Taraba,Cottage,4.0,2.0,4.0,1121760.452
Benue,Detached duplex,3.0,1.0,6.0,1709173.981
Edo,Townhouse,4.0,2.0,5.0,2161046.57
Delta,Townhouse,3.0,2.0,2.0,2319878.423
Ebonyi,Penthouse,8.0,5.0,3.0,3086132.939
Gombe,Townhouse,1.0,1.0,4.0,1281267.946
Oyo,Mansion,7.0,6.0,5.0,5273510.798
Bayelsa,Bungalow,5.0,1.0,2.0,2471527.69
Ogun,Flat,5.0,5.0,3.0,2237832.432
Oyo,Penthouse,4.0,2.0,2.0,2612893.552
Bayelsa,Bungalow,3.0,2.0,4.0,2309336.293
Yobe,Mansion,2.0,1.0,2.0,3040478.313
Bauchi,Semi-detached duplex,5.0,3.0,1.0,1727850.324
Kaduna,Semi-detached duplex,4.0,2.0,1.0,1461772.864
Enugu,Bungalow,7.0,7.0,3.0,2585475.818
Ebonyi,Bungalow,8.0,2.0,4.0,2073252.2
Rivers,Terrace duplex,6.0,6.0,6.0,3267137.551
